description	enabled	firstLadderSeason	lastLadderSeason	min diff	version	op	param	value	class	numinputs	input 1	input 2	input 3	input 4	input 5	input 6	input 7	output	lvl	plvl	ilvl	mod 1	mod 1 chance	mod 1 param	mod 1 min	mod 1 max	mod 2	mod 2 chance	mod 2 param	mod 2 min	mod 2 max	mod 3	mod 3 chance	mod 3 param	mod 3 min	mod 3 max	mod 4	mod 4 chance	mod 4 param	mod 4 min	mod 4 max	mod 5	mod 5 chance	mod 5 param	mod 5 min	mod 5 max	output b	b lvl	b plvl	b ilvl	b mod 1	b mod 1 chance	b mod 1 param	b mod 1 min	b mod 1 max	b mod 2	b mod 2 chance	b mod 2 param	b mod 2 min	b mod 2 max	b mod 3	b mod 3 chance	b mod 3 param	b mod 3 min	b mod 3 max	b mod 4	b mod 4 chance	b mod 4 param	b mod 4 min	b mod 4 max	b mod 5	b mod 5 chance	b mod 5 param	b mod 5 min	b mod 5 max	output c	c lvl	c plvl	c ilvl	c mod 1	c mod 1 chance	c mod 1 param	c mod 1 min	c mod 1 max	c mod 2	c mod 2 chance	c mod 2 param	c mod 2 min	c mod 2 max	c mod 3	c mod 3 chance	c mod 3 param	c mod 3 min	c mod 3 max	c mod 4	c mod 4 chance	c mod 4 param	c mod 4 min	c mod 4 max	c mod 5	c mod 5 chance	c mod 5 param	c mod 5 min	c mod 5 max	*eol
1 Eth + Standard Gem -> Nef Rune	1				100					2	r05,qty=1	gem2						r04																																																																																							0
1 Nef + Standard Gem -> Tir Rune	1				100					2	r04,qty=1	gem2						r03																																																																																							0
1 Tir + Standard Gem -> Eld Rune	1				100					2	r03,qty=1	gem2						r02																																																																																							0
1 Eld + Standard Gem -> El Rune	1				100					2	r02,qty=1	gem2						r01																																																																																							0
1 El + Standard Gem -> Rejuv	1				100					2	r01,qty=1	gem2						rvl																																																																																							0
3 El Runes -> Eld Rune	1				100					3	r01,qty=3							r02																																																																																							0
3 Eld Runes -> Tir Rune	1				100					3	r02,qty=3							r03																																																																																							0
3 Tir Runes -> Nef Rune	1				100					3	r03,qty=3							r04																																																																																							0
3 Nef Runes -> Eth Rune	1				100					3	r04,qty=3							r05																																																																																							0
3 Eth Runes -> Ith Rune	1				100					3	r05,qty=3							r06																																																																																							0
3 Ith Runes -> Tal Rune	1				100					3	r06,qty=3							r07																																																																																							0
3 Tal Runes -> Ral Rune	1				100					3	r07,qty=3							r08																																																																																							0
3 Ral Runes -> Ort Rune	1				100					3	r08,qty=3							r09																																																																																							0
3 Ort Runes -> Thul Rune	1				100					3	r09,qty=3							r10																																																																																							0
3 Thul Runes -> Amn Rune	1				100					3	r10,qty=3							r11																																																																																							0
3 Amn Runes -> Sol Rune	1				100					3	r11,qty=3							r12																																																																																							0
3 Sol Runes -> Shael Rune	1				100					3	r12,qty=3							r13																																																																																							0
3 Shael Runes  -> Dol Rune	1				100					3	r13,qty=3							r14																																																																																							0
3 Dol Runes  -> Hel Rune	1				100					3	r14,qty=3							r15																																																																																							0
3 Hel Runes -> Io Rune	1				100					3	r15,qty=3							r16																																																																																							0
3 Io Runes -> Lum Rune	1				100					3	r16,qty=3							r17																																																																																							0
3 Lum Runes  -> Ko Rune	1				100					3	r17,qty=3							r18																																																																																							0
3 Ko Runes -> Fal Rune	1				100					3	r18,qty=3							r19																																																																																							0
3 Fal Runes -> Lem Rune	1				100					3	r19,qty=3							r20																																																																																							0
3 Lem Runes -> Pul Rune	1				100					3	r20,qty=3							r21																																																																																							0
2 Pul Runes -> Um Rune	1				100					3	r21,qty=2	wms						r22																																																																																							0
2 Um Runes -> Mal Rune	1				100					3	r22,qty=2	wms						r23																																																																																							0
2 Mal Runes -> Ist Rune	1				100					3	r23,qty=2	wms						r24																																																																																							0
2 Ist Runes -> Gul Rune	1				100					3	r24,qty=2	wms						r25																																																																																							0
2 Gul Runes -> Vex Rune	1				100					3	r25,qty=2	wms						r26																																																																																							0
2 Vex Runes -> Ohm Rune	1				100					3	r26,qty=2	wms						r27																																																																																							0
2 Ohm Runes -> Lo Rune	1				100					3	r27,qty=2	wms						r28																																																																																							0
2 Lo Runes -> Sur Rune	1				100					3	r28,qty=2	wms						r29																																																																																							0
2 Sur Runes -> Ber Rune	1				100					3	r29,qty=2	wms						r30																																																																																							0
2 Ber Runes -> Jah Rune	1				100					3	r30,qty=2	wms						r31																																																																																							0
2 Jah Runes  -> Cham Rune	1				100					3	r31,qty=2	wms						r32																																																																																							0
2 Cham Runes -> Zod Rune	1				100					3	r32,qty=2	wms						r33																																																																																							0
9 El Runes -> 3 Eld Rune	1				100					9	r01,qty=9							r02																													r02																													r02																													0
9 Eld Runes -> 3 Tir Rune	1				100					9	r02,qty=9							r03																													r03																													r03																													0
9 Tir Runes -> 3 Nef Rune	1				100					9	r03,qty=9							r04																													r04																													r04																													0
9 Nef Runes -> 3 Eth Rune	1				100					9	r04,qty=9							r05																													r05																													r05																													0
9 Eth Runes -> 3 Ith Rune	1				100					9	r05,qty=9							r06																													r06																													r06																													0
9 Ith Runes -> 3 Tal Rune	1				100					9	r06,qty=9							r07																													r07																													r07																													0
9 Tal Runes -> 3 Ral Rune	1				100					9	r07,qty=9							r08																													r08																													r08																													0
